Unnamed: 0,AMZN,AMZN_k_period_min,AMZN_k_period_max,AMZN_k_component_fast,AMZN_d_component_slow,AMZN_sma_fast,AMZN_sma_slow,AMZN_stoch_oscl_exit,AMZN_stoch_oscl_signal,%K_80,%K_20,AMZN_position,AMZN_entry_exit_position,AMZN_portfolio_holdings,AMZN_portfolio_cash,AMZN_portfolio_total,AMZN_portfolio_daily_returns,AMZN_portfolio_cumulative_returns
2018-05-21,1585.66,1566.13,1609.42,45.11434511434509,77.3730090111974,1591.9779999999998,1591.7191666666668,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-22,1581.39,1566.13,1609.42,35.25063525063526,68.70869788737416,1590.8780000000002,1591.7524999999998,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-23,1601.86,1570.53,1609.42,80.5605554127021,66.64395209548631,1590.377,1591.9191666666668,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-24,1603.48,1570.53,1609.42,84.72615068140901,67.62228350841026,1589.783,1592.8433333333332,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-25,1609.62,1570.8,1609.62,100.0,69.70259685140756,1590.413,1593.0725,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-29,1612.88,1574.5,1612.88,100.0,72.41599261057799,1591.501,1593.3608333333334,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-30,1625.87,1574.5,1625.87,100.0,77.95024092272736,1596.4379999999999,1595.24,1,0,94,25,0,500.0,812935.0,442370.0,1255305.0,0.0,0.14118636363636328
2018-05-31,1630.14,1574.5,1630.14,100.0,85.7910487635352,1600.6770000000001,1597.585,0,0,94,25,0,0.0,815070.0,442370.0,1257440.0,0.0017007818816940912,0.14312727272727233
2018-06-01,1642.91,1574.5,1642.91,100.0,95.04095801344445,1606.8310000000001,1603.1191666666666,-1,-1,94,25,-500,-500.0,0.0,1263825.0,1263825.0,0.00507777707087409,0.14893181818181778
2018-06-04,1665.4,1574.5,1665.4,100.0,97.81802152591558,1615.921,1609.5900000000001,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-05,1696.48,1574.5,1696.48,100.0,100.0,1627.0030000000002,1619.1825,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-06,1697.78,1574.5,1697.78,100.0,100.0,1638.6419999999998,1629.4558333333332,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-07,1689.27,1574.5,1697.78,93.09701492537314,99.01385927505329,1647.3830000000003,1638.09,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-08,1682.52,1574.5,1697.78,87.62167423750812,97.24552702326875,1655.2869999999998,1646.5175,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-11,1689.62,1574.5,1697.78,93.38092147955867,96.29994437749141,1663.2869999999998,1653.8308333333332,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-12,1698.73,1574.5,1698.73,100.0,96.29994437749141,1671.872,1661.7683333333334,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-13,1704.81,1581.39,1704.81,100.0,96.29994437749141,1679.766,1669.7008333333333,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-14,1723.75,1581.39,1723.75,100.0,96.29994437749141,1689.127,1678.9399999999998,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-15,1716.26,1601.86,1723.75,93.85511526786446,95.42210370147204,1696.462,1686.4725,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-18,1724.83,1603.48,1724.83,100.0,96.40824442641875,1702.405,1694.3633333333335,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-19,1736.01,1609.62,1736.01,100.0,98.1765766782033,1706.3580000000002,1702.1216666666667,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-20,1750.07,1612.88,1750.07,100.0,99.12215932398064,1711.587,1709.1775,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-21,1730.2,1625.87,1750.07,84.00161030595822,96.83667508197468,1715.6799999999998,1711.9875,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-22,1715.06,1630.14,1750.07,70.80797131660131,92.66638527006057,1718.934,1713.4275,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-25,1663.17,1642.91,1750.07,18.90630832400151,81.08157217348936,1716.289,1711.2524999999998,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-26,1691.19,1663.17,1750.07,32.243958573072526,72.27997835994766,1715.5349999999999,1711.9750000000001,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-27,1660.0,1660.0,1750.07,0.0,57.99426407423338,1711.054,1709.506666666667,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-28,1701.5,1660.0,1750.07,46.07527478627737,50.29073190084443,1708.8290000000002,1709.7375,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-06-29,1699.67,1660.0,1750.07,44.0435217053404,42.296949287321624,1707.17,1709.3091666666667,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-07-02,1713.75,1660.0,1750.07,59.67580770511829,38.821834630058774,1706.062,1708.4758333333332,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-07-03,1694.88,1660.0,1750.07,38.72543577217735,34.23861526656963,1701.949,1706.6941666666664,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-07-05,1699.56,1660.0,1750.07,43.921394470966995,37.81219900185042,1696.898,1704.5883333333334,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-07-06,1711.01,1660.0,1750.07,56.63372932163876,41.296451965931304,1694.979,1702.505,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-07-09,1739.03,1660.0,1750.07,87.74286665926505,53.83114720296918,1697.3760000000002,1701.5849999999998,0,-1,94,25,-500,0.0,0.0,1263825.0,1263825.0,0.0,0.14893181818181778
2018-07-10,1743.35,1660.0,1750.07,92.53913622737868,60.468841694555074,1705.3939999999998,1702.6808333333336,1,0,94,25,0,500.0,871675.0,392150.0,1263825.0,0.0,0.14893181818181778
2018-07-11,1755.53,1660.0,1755.53,100.0,68.46262430807788,1711.828,1706.0533333333333,0,0,94,25,0,0.0,877765.0,392150.0,1269915.0,0.004818705121357736,0.15446818181818145
2018-07-12,1796.6,1660.0,1796.6,100.0,74.22322320734669,1725.488,1717.1725000000004,0,0,94,25,0,0.0,898300.0,392150.0,1290450.0,0.016170373607682365,0.1731363636363632
2018-07-13,1813.2,1660.0,1813.2,100.0,82.97673238274992,1736.658,1727.34,0,0,94,25,0,0.0,906600.0,392150.0,1298750.0,0.006431864853345681,0.18068181818181772
2018-07-16,1822.49,1660.0,1822.49,100.0,90.98796174404035,1748.9399999999998,1740.8808333333334,0,0,94,25,0,0.0,911245.0,392150.0,1303395.0,0.0035765158806544406,0.18490454545454504
2018-07-17,1844.0,1660.0,1844.0,100.0,97.18314326952054,1761.9649999999997,1752.7558333333334,-1,-1,94,25,-500,-500.0,0.0,1314150.0,1314150.0,0.008251527741014897,0.19468181818181796
2018-07-18,1842.47,1660.0,1844.0,99.16847826086958,98.81537349832118,1776.7240000000002,1764.6558333333335,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-07-19,1813.68,1660.0,1844.0,83.52173913043481,97.52717391304348,1788.136,1772.9833333333336,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-07-20,1813.68,1660.0,1844.0,83.52173913043481,95.17313664596274,1798.4029999999998,1782.8833333333332,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-07-23,1802.0,1694.88,1844.0,71.83476394849784,91.14953149574816,1804.7,1791.42,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-07-24,1829.28,1694.88,1844.0,90.12875536480685,89.73935369072055,1813.2930000000001,1801.2758333333334,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-07-25,1863.8,1694.88,1863.8,100.0,89.73935369072056,1824.1200000000001,1811.6733333333332,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-07-26,1805.22,1694.88,1863.8,65.32086194648356,84.78519111164678,1824.982,1816.8291666666667,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-07-27,1817.99,1699.56,1863.8,72.1078908913785,80.91939291600521,1825.461,1822.0341666666666,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-07-30,1779.28,1711.01,1863.8,44.68224360233,75.37089355484737,1821.14,1820.5908333333334,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-07-31,1777.41,1739.03,1863.8,30.760599503085768,67.8335878937975,1814.4810000000002,1817.6083333333336,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-08-01,1797.05,1743.35,1863.8,44.58281444582817,63.94045225055897,1809.9389999999999,1815.4883333333335,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-08-02,1834.21,1755.53,1863.8,72.67017641082487,61.446369542847265,1811.9920000000002,1814.6725,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-08-03,1822.93,1777.41,1863.8,52.691283713392814,54.68798150190339,1812.917,1813.0441666666666,0,-1,94,25,-500,0.0,0.0,1314150.0,1314150.0,0.0,0.19468181818181796
2018-08-06,1847.68,1777.41,1863.8,81.340432920477,56.97649164104531,1817.485,1815.8774999999998,1,0,94,25,0,500.0,923840.0,390310.0,1314150.0,0.0,0.19468181818181796
2018-08-07,1862.7,1777.41,1863.8,98.72670447968525,60.779179296517704,1820.827,1819.9624999999999,0,0,94,25,0,0.0,931350.0,390310.0,1321660.0,0.005714720541795115,0.20150909090909064
2018-08-08,1886.52,1777.41,1886.52,100.0,68.68171592475628,1823.0990000000002,1827.0058333333336,-1,-1,94,25,-500,-500.0,0.0,1333570.0,1333570.0,0.009011394761133662,0.21233636363636332
2018-08-09,1898.13,1777.41,1898.13,100.0,78.57305885288687,1832.3899999999999,1832.743333333333,0,-1,94,25,-500,0.0,0.0,1333570.0,1333570.0,0.0,0.21233636363636332
2018-08-10,1886.0,1777.41,1898.13,89.9519549370443,85.05436463734632,1839.191,1834.5933333333332,1,0,94,25,0,500.0,943000.0,390570.0,1333570.0,0.0,0.21233636363636332
2018-08-13,1895.65,1777.41,1898.13,97.9456593770709,88.66514791823862,1850.828,1842.1291666666666,0,0,94,25,0,0.0,947825.0,390570.0,1338395.0,0.003618107785867908,0.2167227272727268
2018-08-14,1919.86,1777.41,1919.86,100.0,95.42353595918249,1865.0729999999999,1850.6183333333336,-1,-1,94,25,-500,-500.0,0.0,1350500.0,1350500.0,0.009044415139028539,0.22772727272727233
2018-08-15,1882.37,1777.41,1919.86,73.68199368199365,94.32947321082773,1873.605,1859.2091666666665,0,-1,94,25,-500,0.0,0.0,1350500.0,1350500.0,0.0,0.22772727272727233
2018-08-16,1887.47,1777.41,1919.86,77.26219726219732,91.26311503690089,1878.931,1868.3808333333334,0,-1,94,25,-500,0.0,0.0,1350500.0,1350500.0,0.0,0.22772727272727233
2018-08-17,1882.22,1777.41,1919.86,73.57669357669363,87.48835697642855,1884.86,1875.4783333333332,0,-1,94,25,-500,0.0,0.0,1350500.0,1350500.0,0.0,0.22772727272727233
2018-08-20,1877.24,1777.41,1919.86,70.08073008073012,83.21417555939,1887.816,1879.0641666666668,0,-1,94,25,-500,0.0,0.0,1350500.0,1350500.0,0.0,0.22772727272727233
2018-08-21,1883.64,1777.41,1919.86,74.57353457353469,81.0172583646029,1889.9099999999999,1884.1233333333332,0,-1,94,25,-500,0.0,0.0,1350500.0,1350500.0,0.0,0.22772727272727233
2018-08-22,1905.45,1777.41,1919.86,89.88416988416998,79.86561700847419,1891.8029999999999,1888.9375,0,-1,94,25,-500,0.0,0.0,1350500.0,1350500.0,0.0,0.22772727272727233
2018-08-23,1902.8,1797.05,1919.86,86.10862307629675,77.8811345908023,1892.27,1892.2791666666665,0,-1,94,25,-500,0.0,0.0,1350500.0,1350500.0,0.0,0.22772727272727233
2018-08-24,1905.43,1822.93,1919.86,85.11296812132481,79.51413093927819,1894.2130000000002,1893.8549999999998,1,0,94,25,0,500.0,952715.0,397785.0,1350500.0,0.0,0.22772727272727233
2018-08-27,1927.62,1822.93,1927.62,100.0,82.76238847325,1897.4099999999999,1896.3125,0,0,94,25,0,0.0,963810.0,397785.0,1361595.0,0.008215475749722367,0.23781363636363606
2018-08-28,1933.0,1847.68,1933.0,100.0,86.53714653372234,1898.7239999999997,1900.2291666666667,-1,-1,94,25,-500,-500.0,0.0,1364285.0,1364285.0,0.0019756241760582327,0.2402590909090907
2018-08-29,1998.38,1862.7,1998.38,100.0,90.81132795076088,1910.325,1908.79,1,0,94,25,0,500.0,999190.0,365095.0,1364285.0,0.0,0.2402590909090907
2018-08-30,2002.22,1877.24,2002.22,100.0,94.44368015454165,1921.8,1915.6533333333334,-1,-1,94,25,-500,-500.0,0.0,1366205.0,1366205.0,0.0014073305797541735,0.2420045454545452
2018-08-31,2013.83,1877.24,2013.83,100.0,95.88879874251737,1934.961,1926.6083333333333,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-04,2039.58,1877.24,2039.58,100.0,97.87328116018925,1951.1950000000002,1939.2841666666666,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-05,1995.0,1877.24,2039.58,72.53911543673775,96.07701649096252,1962.3310000000001,1948.6825000000001,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-06,1958.365,1877.24,2039.58,49.97228039916228,88.93019940512856,1967.6225,1955.4429166666666,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-07,1952.2,1877.24,2039.58,46.174695084390834,81.24087013147013,1972.5625,1961.15625,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-10,1941.81,1877.24,2039.58,39.77454724651963,72.63723402383008,1976.2005000000001,1964.18625,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-11,1987.61,1877.24,2039.58,67.98694098804974,68.06393987926575,1982.1995000000002,1971.25375,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-12,1990.07,1877.24,2039.58,69.50227916717998,63.707122617434315,1987.9065000000003,1978.3070833333334,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-13,1990.0,1883.64,2039.58,68.20572014877519,59.16508263868791,1987.0685,1983.5054166666669,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-14,1970.19,1902.8,2039.58,49.26889896183661,55.84076599941632,1983.8654999999999,1986.6045833333335,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-17,1908.03,1902.8,2039.58,3.8236584295949836,49.24810571804956,1973.2855,1979.0754166666666,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-18,1941.59,1905.43,2039.58,26.954901229966378,46.50242088170322,1963.4864999999998,1974.0229166666666,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-19,1926.28,1908.03,2039.58,13.873052071455724,42.80220728526552,1956.6145000000001,1966.7270833333334,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-20,1944.3,1908.03,2039.58,27.57126567844925,37.02853938389402,1955.208,1958.7870833333334,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-21,1915.01,1908.03,2039.58,5.305967312808833,27.857637690412425,1951.489,1952.12125,0,-1,94,25,-500,0.0,0.0,1366205.0,1366205.0,0.0,0.2420045454545452
2018-09-24,1934.35,1908.03,2039.58,20.00760167236788,20.972192193782806,1950.743,1950.1200000000001,1,0,94,25,0,500.0,967175.0,399030.0,1366205.0,0.0,0.2420045454545452
2018-09-25,1974.55,1908.03,2039.58,50.566324591410115,21.157538712293306,1949.437,1951.9825,-1,-1,94,25,-500,-500.0,0.0,1386305.0,1386305.0,0.014712286955471443,0.2602772727272724
2018-09-26,1974.85,1908.03,2039.58,50.7943747624477,27.86764104555798,1947.9149999999997,1954.7358333333332,0,-1,94,25,-500,0.0,0.0,1386305.0,1386305.0,0.0,0.2602772727272724
2018-09-27,2012.98,1908.03,2012.98,100.0,38.30265515556279,1950.2129999999997,1956.8499999999997,0,-1,94,25,-500,0.0,0.0,1386305.0,1386305.0,0.0,0.2602772727272724
2018-09-28,2002.57,1908.03,2012.98,90.08099094807044,49.189503566507746,1953.4509999999998,1957.8916666666664,0,-1,94,25,-500,0.0,0.0,1386305.0,1386305.0,0.0,0.2602772727272724
2018-10-01,2004.36,1908.03,2012.98,91.78656503096701,58.36311775972457,1963.084,1959.0883333333331,1,0,94,25,0,500.0,1002180.0,384125.0,1386305.0,0.0,0.2602772727272724
2018-10-02,1970.0,1908.03,2012.98,59.04716531681753,66.04043176029724,1965.925,1959.0725,0,0,94,25,0,0.0,985000.0,384125.0,1369125.0,-0.012392655295912491,0.24465909090909066
2018-10-03,1952.76,1908.03,2012.98,42.62029537875179,69.27081657549493,1968.5729999999999,1962.8000000000002,0,0,94,25,0,0.0,976380.0,384125.0,1360505.0,-0.0062959919656715435,0.23682272727272702
2018-10-04,1910.32,1908.03,2012.98,2.181991424487816,62.35876898022032,1965.175,1960.194166666667,0,0,94,25,0,0.0,955160.0,384125.0,1339285.0,-0.015597149587836867,0.217531818181818
2018-10-05,1889.58,1889.58,2012.98,0.0,55.102429728442075,1962.632,1957.135833333333,0,0,94,25,0,0.0,944790.0,384125.0,1328915.0,-0.007742937462900001,0.20810454545454515
2018-10-08,1864.42,1864.42,2012.98,0.0,40.81671544272779,1955.639,1950.4791666666667,0,0,94,25,0,0.0,932210.0,384125.0,1316335.0,-0.009466369180873069,0.1966681818181817
2018-10-09,1870.32,1864.42,2012.98,3.9714593430262966,28.51535378486435,1945.216,1946.755,-1,-1,94,25,-500,-500.0,0.0,1319285.0,1319285.0,0.0022410708520248512,0.19934999999999992
2018-10-10,1755.25,1755.25,2012.98,0.0,15.402987351869061,1923.256,1931.83,1,0,94,25,0,500.0,877625.0,441660.0,1319285.0,0.0,0.19934999999999992
2018-10-11,1719.36,1719.36,2012.98,0.0,6.967678020895129,1893.8940000000002,1910.5641666666668,0,0,94,25,0,0.0,859680.0,441660.0,1301340.0,-0.013602064754772436,0.18303636363636366
2018-10-12,1788.61,1719.36,2012.98,23.58490566037735,4.248336632555923,1872.498,1895.0441666666666,0,0,94,25,0,0.0,894305.0,441660.0,1335965.0,0.02660718951234875,0.2145136363636364
2018-10-15,1760.95,1719.36,2012.98,14.164566446427399,5.960133064261577,1848.157,1874.0416666666667,0,0,94,25,0,0.0,880475.0,441660.0,1322135.0,-0.010352067606561599,0.201940909090909
2018-10-16,1820.15,1719.36,2012.98,34.32668074381859,10.863944599092804,1833.172,1858.8400000000001,0,0,94,25,0,0.0,910075.0,441660.0,1351735.0,0.022388031479387616,0.22885
2018-10-17,1831.73,1719.36,2012.98,38.270553776990695,16.331166567234334,1821.069,1844.4541666666667,0,0,94,25,0,0.0,915865.0,441660.0,1357525.0,0.004283383947297326,0.23411363636363625
2018-10-18,1770.72,1719.36,2012.98,17.491996458006984,18.262671869374433,1807.109,1827.8475,0,0,94,25,0,0.0,885360.0,441660.0,1327020.0,-0.0224710410489678,0.206381818181818
2018-10-19,1764.03,1719.36,2012.98,15.213541311899753,20.43603491393154,1794.554,1812.12,0,0,94,25,0,0.0,882015.0,441660.0,1323675.0,-0.0025206854455848138,0.20334090909090885
2018-10-22,1789.005,1719.36,2004.36,24.43684210526323,23.927012357540573,1787.0125,1802.0104166666667,0,0,94,25,0,0.0,894502.5,441660.0,1336162.5,0.009433962264151052,0.21469318181818164
2018-10-23,1768.25,1719.36,2004.36,17.154385964912315,23.00836668675985,1776.8055,1791.8995833333336,0,0,94,25,0,0.0,884125.0,441660.0,1325785.0,-0.007766645149822726,0.20525909090909078
2018-10-24,1659.63,1659.63,1970.0,0.0,20.98485719441308,1767.2435,1774.8337499999998,0,0,94,25,0,0.0,829815.0,441660.0,1271475.0,-0.040964409764780885,0.15588636363636343
2018-10-25,1782.0,1659.63,1952.76,41.74598301095075,22.044757518289106,1773.5075000000002,1767.4737499999999,0,0,94,25,0,0.0,891000.0,441660.0,1332660.0,0.048121276470241225,0.21150909090909065
2018-10-26,1638.28,1638.28,1910.32,0.0,16.577535550147577,1758.4744999999998,1757.72625,0,0,94,25,0,0.0,819140.0,441660.0,1260800.0,-0.05392223072651692,0.14618181818181797
2018-10-29,1538.6078,1538.6078,1889.58,0.0,14.078678913289435,1736.24028,1742.6635666666664,0,0,94,25,0,0.0,769303.9,441660.0,1210963.9,-0.03952736357868025,0.10087627272727251
2018-10-30,1530.42,1530.42,1870.32,0.0,11.905315868732329,1707.26728,1721.1477333333335,0,0,94,25,0,0.0,765210.0,441660.0,1206870.0,-0.0033806953287376373,0.09715454545454527
2018-10-31,1599.19,1530.42,1870.32,20.23242130038247,11.304684325177933,1684.01328,1707.6677333333334,0,0,94,25,0,0.0,799595.0,441660.0,1241255.0,0.028491055374646912,0.12841363636363634
2018-11-01,1665.86,1530.42,1831.73,44.950383326142465,15.275541091067955,1673.5272799999998,1694.8102333333334,0,0,94,25,0,0.0,832930.0,441660.0,1274590.0,0.026855883762804567,0.15871818181818176
2018-11-02,1665.58,1530.42,1831.73,44.857455776442826,21.683749059131213,1663.6822800000002,1680.9644,0,0,94,25,0,0.0,832790.0,441660.0,1274450.0,-0.00010983924242302656,0.158590909090909
2018-11-05,1627.45,1530.42,1831.73,32.20271481198765,20.320425030707916,1647.5267800000001,1669.025233333333,0,0,94,25,0,0.0,813725.0,441660.0,1255385.0,-0.014959394248499347,0.14125909090909072
2018-11-06,1642.86,1530.42,1831.73,37.317048886528774,25.65143201449774,1634.98778,1658.9277333333332,0,0,94,25,0,0.0,821430.0,441660.0,1263090.0,0.006137559394130188,0.14826363636363626
2018-11-07,1757.36,1530.42,1831.73,75.31777903156214,36.41111473329233,1644.7607799999998,1656.29065,0,0,94,25,0,0.0,878680.0,441660.0,1320340.0,0.04532535290438533,0.20030909090909077
2018-11-08,1754.95,1530.42,1831.73,74.5179383359331,47.056534495568485,1642.05578,1655.1823166666666,0,0,94,25,0,0.0,877475.0,441660.0,1319135.0,-0.0009126437129830522,0.1992136363636361
2018-11-09,1712.03,1530.42,1789.005,70.23222538043579,54.199363649861816,1649.4307800000001,1659.5489833333334,0,0,94,25,0,0.0,856015.0,441660.0,1297675.0,-0.016268236382174672,0.17970454545454517
2018-11-12,1636.79,1530.42,1789.005,41.13541001991604,53.65436746325804,1659.2489999999998,1647.4481500000002,0,0,94,25,0,0.0,818395.0,441660.0,1260055.0,-0.028990309592155206,0.14550454545454516
2018-11-13,1631.445,1530.42,1789.005,39.06839143801839,52.82735827205455,1669.3515,1646.8785666666665,0,0,94,25,0,0.0,815722.5,441660.0,1257382.5,-0.002120939165353941,0.14307499999999962
2018-11-14,1600.1,1530.42,1782.0,27.696955242865034,52.183678333608455,1669.4424999999999,1652.0029166666666,0,0,94,25,0,0.0,800050.0,441660.0,1241710.0,-0.012464385340180906,0.12882727272727235
2018-11-15,1620.0,1530.42,1782.0,35.60696398759836,51.939380490904114,1664.8564999999999,1659.4679166666665,0,0,94,25,0,0.0,810000.0,441660.0,1251660.0,0.008013143165473524,0.13787272727272692
2018-11-16,1593.59,1530.42,1782.0,25.109309166070382,44.76674193869102,1657.6575,1659.00125,-1,-1,94,25,-500,-500.0,0.0,1238455.0,1238455.0,-0.010549989613792832,0.1258681818181815
2018-11-19,1512.7,1512.7,1757.36,0.0,34.12132217641486,1646.1824999999997,1646.2379166666667,0,-1,94,25,-500,0.0,0.0,1238455.0,1238455.0,0.0,0.1258681818181815
2018-11-20,1495.46,1495.46,1757.36,0.0,24.088147122066886,1631.4424999999999,1632.06125,1,0,94,25,0,500.0,747730.0,490725.0,1238455.0,0.0,0.1258681818181815
2018-11-21,1516.4,1495.46,1757.36,7.995418098510906,19.353862561866155,1607.3465,1622.8070833333334,0,0,94,25,0,0.0,758200.0,490725.0,1248925.0,0.008454081900432397,0.13538636363636325
2018-11-23,1502.08,1495.46,1757.36,2.527682321496714,14.133761259505915,1582.0594999999998,1611.0754166666666,0,0,94,25,0,0.0,751040.0,490725.0,1241765.0,-0.005732930320075269,0.12887727272727223
2018-11-26,1581.33,1495.46,1757.36,32.78732340588008,14.860956711365207,1568.9895000000001,1596.40625,0,0,94,25,0,0.0,790665.0,490725.0,1281390.0,0.031910224559397404,0.1648999999999996
2018-11-27,1582.0,1495.46,1757.36,33.04314623902253,14.494697032997232,1563.5104999999999,1581.9937499999999,0,0,94,25,0,0.0,791000.0,490725.0,1281725.0,0.0002614348480947104,0.16520454545454522
2018-11-28,1677.46,1495.46,1757.36,69.49217258495612,20.83510609283805,1568.1119999999999,1579.1129166666667,0,0,94,25,0,0.0,838730.0,490725.0,1329455.0,0.03723887729427133,0.20859545454545425
2018-11-29,1672.94,1495.46,1757.36,67.76632302405503,30.51600938198877,1575.3960000000002,1582.1254166666665,0,0,94,25,0,0.0,836470.0,490725.0,1327195.0,-0.0016999447141874402,0.20654090909090872
2018-11-30,1691.55,1495.46,1757.36,74.87208858342879,41.21202203676431,1582.551,1587.1341666666667,0,0,94,25,0,0.0,845775.0,490725.0,1336500.0,0.007011027015623172,0.21499999999999964
2018-12-03,1772.9,1495.46,1772.9,100.0,54.35553373697703,1600.4820000000002,1601.5341666666666,0,0,94,25,0,0.0,886450.0,490725.0,1377175.0,0.030433969322858134,0.2519772727272722
2018-12-04,1668.64,1495.46,1772.9,62.420703575547876,62.91167963041293,1616.076,1605.5875000000003,0,0,94,25,0,0.0,834320.0,490725.0,1325045.0,-0.03785285094486901,0.20458636363636318
2018-12-06,1700.0,1495.46,1772.9,73.72404844290654,68.75978320713098,1636.53,1614.455,0,0,94,25,0,0.0,850000.0,490725.0,1340725.0,0.011833560369647778,0.21884090909090848
2018-12-07,1629.11,1495.46,1772.9,48.172577854671225,70.92113058079508,1647.801,1624.1558333333332,0,0,94,25,0,0.0,814555.0,490725.0,1305280.0,-0.026437188834399272,0.18661818181818135
